,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,client_id,path,sentence,up_votes,down_votes,age,gender,accents,variant,locale,segment,accents_cleaned,probs
117280,584590,584590,585250,1391709,63a4e47b6d3cfd98330c334e868d3c41685834cfec2c5c38865472410ca2fe8e204cf0758be426b09c7785bddf1354610f63dd1d2ef4e4eac6e23e1455235417,common_voice_en_27430345.mp3,The exchange was the result of three years of negotiation.,2,0,twenties,female,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
38839,193281,193281,193447,715925,34d84429d1e6ac9b05aa27fd9ff36a6d6cd16adea36463dd40c3b1ddeae4f14776cb2f9266c2598c6bd6bcad5b32181240f17c328b2efc9ce50e4eb780c6c043,common_voice_en_9056872.mp3,Honour to whom honour is due!,2,0,,,"West Indies and Bermuda (Bahamas, Bermuda, Jamaica, Trinidad)",,en,,"West Indies and Bermuda (Bahamas, Bermuda, Jamaica, Trinidad)",0.00081451210342
53801,267911,267911,268195,865956,6de04055e5a14d8df7b42e2d75d1ae95048a69aa855ec300fbc940a77ca93c58e0d63d586ac4f1f32254111bc06c71394bde7abf895d63c073207a7a228d1a61,common_voice_en_32876813.mp3,Plots open data on cycle parking on a map,3,0,twenties,female,"Slavic,polish",,en,,slovakia,0.0003842760864097
101241,504787,504787,505447,1274874,855f8a33eaaa82f29bc4b3f033c8b7ac436158da6dfe986a3c387c75de449b9d121431f112314aa34110a15230b60143f5bc272ec27a6168c35c4d37c901691e,common_voice_en_25459525.mp3,Chiesa published a number of essays about that for Italian and foreign journals.,2,0,,,Irish English,,en,,ireland,0.021774793786728
74885,373316,373316,373976,1056481,126d3ec8a9de73c224904bc613f47711b76ca9c8d6794b490ce3b731a9f5360949fc9744101eb9d44352af4b85d867ba6fe851c81ca884e6fcf294ab654905a3,common_voice_en_22020471.mp3,Finally Taran must decide whether to be High King.,2,0,twenties,female,England English,,en,,uk,0.1847397710429457
75770,377781,377781,378441,1064159,cc0abc9548ff03e18612a858a6e501adcf924cf67fa076dd7f90f491f999627325a240e5f8a25387b43d81df494572e96e6185ef1431ab9e4de9246d533a8f9a,common_voice_en_30699711.mp3,She only lived in the United States for five years.,2,0,fourties,male,Canadian English,,en,,canada,0.0746899938847759
129567,646728,646728,647388,1488608,468d6a3b83f807ed964c180ed893ac7c39f9ea1860213261ed075ce3f8c1403d77bc8157c3ab2548bfbc7885be878a423b004a77cf28a7289421937952069126,common_voice_en_27103307.mp3,She is a granddaughter of Lawrence Webster.,2,0,,,England English,,en,,uk,0.1847397710429457
96411,480619,480619,481279,1230639,9a91a00fa1c8844d761e0bbb191f87d023185b5eaa08a6bc2f4030e7f2604c4f84ecc8725e7a47df26158f1414a2b868368eba0dca8545c3afcb74dfb6d20400,common_voice_en_21351837.mp3,Roe is also a founding member of Lost Dogs.,2,0,thirties,male,United States English,,en,,usa,0.467988270004379
12717,63540,63540,63654,366720,c41b2a635e6a295e4451590190888b373cbfedef4f41e0ed20964d1d93002f5cd6afac86ba7d7f6446ea577f1a21772e888cbe865f9f4e138d9e1eff2e43625f,common_voice_en_588513.mp3,Choose between the high road and the low.,2,0,twenties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
75959,378613,378613,379273,1065037,ad9a82500c504f3cd479e2fc808f0dcd7083a8242194ddcd233cef7f6927de2aba3d3d594647029897228f971f51270802f4cec7b4ae31ea385e1a2355ffff80,common_voice_en_33595320.mp3,After college he joined the Marines and fought in the Korean War.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
148418,741081,741081,741741,1639347,b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1,common_voice_en_21158291.mp3,The first officers did not wear uniforms.,2,0,thirties,male,United States English,,en,,usa,0.467988270004379
75056,374228,374228,374888,1057589,2f4570ea5c882de149858a090c6bca4d4b41472cb0c86af785e7153e120d7476d874898b46b3487ef322bb64de4c929e023fa47b5bbd2bbb6763d444d795d44b,common_voice_en_25949868.mp3,Many residents migrated from the municipality looking for a job.,2,0,twenties,female,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
11249,56261,56261,56375,344097,3dd48230a771bb40adf0ffdb51f9d3415054776b60f1daad5043888aa74ea9545ef6ba14024cf8d7fe7255582f44264ee2b7b66b1d5601e2ab5ab56bf8c27020,common_voice_en_17558569.mp3,"What is it, dear?",2,0,twenties,male,United States English,,en,,usa,0.467988270004379
99871,497929,497929,498589,1262196,ebd0ed84ba5b8934589e8b7b8c7e6be3bcde6ed1b92cd370d15085253974a61ad4f1f16c4de1a02cdf416bcc074463025ecb763a3f9987e1ad4b1ac1cb2b2b80,common_voice_en_30367416.mp3,She served Toba for another twelve years until the new emperor neared his adulthood.,2,0,twenties,male,England English,,en,,uk,0.1847397710429457
39456,196362,196362,196528,721906,4e19bb205abf753dcb9ebad89cf4892c1e76a37f2b44d7c8e47d0e91b7a83da5a06b1705946a4a43fdcdd04ae9baaec312f4d8b8bf5f724b2dd3229d66c491c8,common_voice_en_19981186.mp3,"Despite the pain, she continued to work.",2,0,twenties,male,United States English,,en,,usa,0.467988270004379
10137,50738,50738,50852,322997,91686ef52d81732a8c24c9e18fc277ce1df0afa26aa8f9c429d056c973d8f7cbb74d71357eb05f21e5e19c1cf8f0e4ef690961674200d7cd4b285258be8274a6,common_voice_en_666806.mp3,Did you know that Kevin Marcus is back from school?,2,0,thirties,female,United States English,,en,,usa,0.467988270004379
2638,13361,13361,13378,138435,ef4d915fc112be7cc59af940ff1785e1dc8a853cf327b7923f5282df51f5c9ca34c2a44212cec9d91158d4a7cdf148c0f64ccae5f0d22b3f656c1f4591a7620a,common_voice_en_20791674.mp3,"The collective's early works were tracks from ""In My Own Words"", including ""So Sick"".",2,0,twenties,male,United States English,,en,,usa,0.467988270004379
46560,231701,231701,231867,793293,e6fb002ec09992c55c88bfb45ce242216fc0d24e3d9403396fdbed999d4135002b97439e63f1d30139b065ecbce114fae6920009985c4ffd52e53ae7bede1192,common_voice_en_25217600.mp3,Dewitt is also recognized as motivational speaker.,2,0,twenties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
61443,306445,306445,306847,938305,483518b7d9669659c0bdf5ead2388c590f85a56fff5b65c16e985c5524e5b199729c03ecf6771c3d9d42a9e7138a96b3c0088ec39f5eb369244e54529407ad4c,common_voice_en_18882544.mp3,I can understand how rock stars feel.,2,0,teens,male,England English,,en,,uk,0.1847397710429457
117303,584672,584672,585332,1391817,63a4e47b6d3cfd98330c334e868d3c41685834cfec2c5c38865472410ca2fe8e204cf0758be426b09c7785bddf1354610f63dd1d2ef4e4eac6e23e1455235417,common_voice_en_27474169.mp3,The aim was to enable them to communicate using signs from Sign Language.,2,0,twenties,female,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
83732,417628,417628,418288,1134474,aa6a3aa058c055c002460ec3d6f0e7c8d8980340aace24f949c92d201336f60d62fb7dc3b6f0033ef14dbe8f9338a8409b3f1c22d741be34c95a93b3e959cf32,common_voice_en_33708.mp3,I'm going to tell your mother on you.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
7174,35586,35586,35646,261644,eb452072c3a43c272086bcf4f4b46a4e76a16f55829252087a8643f18d5f8f33b2e213431acfd788af8ad914661130255705db41b87d1cd24996559549171594,common_voice_en_18086331.mp3,"If you want it, you must take it.",2,0,twenties,male,England English,,en,,uk,0.1847397710429457
80062,399139,399139,399799,1098768,44184f9dda2c364dcec98c57292917a3b8f60b3416f7b921f12e0f6fa0162476eac2378de5cdb0968692e34b99c9b922f279e15d10c6383fb0363970ce38fcc8,common_voice_en_27558621.mp3,She now goes by Denise Perrier Lanfranchi.,2,0,fourties,male,United States English,,en,,usa,0.467988270004379
123295,614841,614841,615501,1441144,af9c15b78f47fc932ee4a2fab15488dd4295f87b2a3359c855aad4f383b20bced882b0bb7ffa51fe7a08897bcd7370705108bb2cd7dd3919806d7d39f2209c7f,common_voice_en_28005318.mp3,A translation into Spanish has also been published.,2,0,sixties,female,United States English,,en,,usa,0.467988270004379
146766,732944,732944,733604,1630789,b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1,common_voice_en_18403926.mp3,We merely wish to employ you to help locate a missing item.,2,0,thirties,male,United States English,,en,,usa,0.467988270004379
76197,379748,379748,380408,1067210,c2369f2ab0cc3df0539b41a29c843aa8eb89b3a8e561ac36979c7dc2b2d557562162ca2ff58733c03b12f427b545435d50164272d26e4e5a395fa4ccc188d18d,common_voice_en_21753240.mp3,"In the Sertorian War, Pompey established his headquarters in their territory, founding Pompaelo.",2,0,teens,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
16889,84532,84532,84646,434036,194875abc05277ec185b84e1233196c510a5057c4ac33820e8421f58778f054d7eebd2f70a62c96c79b93aa9f5cf99ec1e7e763ee45eed080dfa952fa8bdeb40,common_voice_en_158898.mp3,It seems old and wise.,2,0,thirties,male,Irish English,,en,,ireland,0.021774793786728
133330,665751,665751,666411,1528545,b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce,common_voice_en_28019776.mp3,"Therefore, the principal movement of sediment via longshore drift is north towards Banks Peninsula.",4,0,thirties,male,Canadian English,,en,,canada,0.0746899938847759
36018,179164,179164,179330,677996,6baad24ab95ead4b63785bc8b944404e6cb2804480753b7ef1b0ebd9d741e90e6073f79bb04b1b1d49e3fbe2427555bb38b187256d1b916bfdb766bd59cb8ad3,common_voice_en_19157.mp3,This is an extremely complicated process.,3,0,twenties,male,Australian English,,en,,australia,0.0562383584134121
90380,450959,450959,451619,1181263,672a3259269b97062367fcafac924cb6013a30f9e34c09eff5c41b6d81f8a9b8e797beba73bbe770cb6ecdcdcc0039306ffae6e7c53294f92803666e3fa86b1b,common_voice_en_178915.mp3,I'd like to have my robe.,3,0,thirties,male,Irish English,,en,,ireland,0.021774793786728
129859,648220,648220,648880,1501622,8449194e8b74b81d761d7a3786cdd5d099aff4f33737c7f476edf3435c3eb483ff6d6515d153c7cfb9193821f01a3a0bd6b049740b029acd7b1488df9bd579d8,common_voice_en_22319703.mp3,She further insists that women must change it.,3,0,twenties,female,Australian English,,en,,australia,0.0562383584134121
47857,238067,238067,238233,806964,ef3dc79f63af761f36770fb88ae117a277f82da76545be340f76b982731c4377228fc89ddb41914a52b5d4c3cfc4ab84bf2ac0174e47d3c4f0b13a9ace9b760e,common_voice_en_539146.mp3,Just use the phone.,2,0,fifties,female,England English,,en,,uk,0.1847397710429457
145876,728317,728317,728977,1625915,a2576ccf04ad8c0dbe2b29f3843c1ed984d8bd91480766f4bf99c933d99ae8d2b32afc34c7e185b06c2b16deae4fbabb8030906be2455973e2d85d92b0afbc6e,common_voice_en_30625564.mp3,She was director of the Phebe Ann Thorne Model School in Bryn Mawr.,2,0,fifties,male,Canadian English,,en,,canada,0.0746899938847759
3805,19255,19255,19285,180462,aa8c6776fa84653d58542a489253d31a78b4563bdbebc982fc4d0e350e632f0381d22b7d781be881267474377276149f87319677f7453d74df2170587c07c847,common_voice_en_28039472.mp3,She was afflicted with a slight limp that became a personal trademark.,2,0,twenties,female,United States English,,en,,usa,0.467988270004379
127401,635820,635820,636480,1472667,8e113a62d59ae29f19f0e423fbcf978aaa9eefc16913ce4901b0aa105ff590bb7c6ea13da0c5583c0772d6905c0a964d355e8667edd35c7a08442c2312439d79,common_voice_en_27427294.mp3,The latter is the only academically selective secondary school in the Newcastle region.,2,0,twenties,female,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
126853,632873,632873,633533,1469193,ac6c32f959398d495a2bd3ff3a6d7b3dc0f9700ded23aef5f248bc799b3210e84b90cf8eaca63f0bd7caad7fd8d2f1914223a32a39085381242d0f0b0411ce5d,common_voice_en_18352524.mp3,The task we set ourselves was threefold.,2,0,sixties,male,England English,,en,,uk,0.1847397710429457
82582,411881,411881,412541,1124330,46369e01baf2553b6269322ed95fc7afe1865c88e5f462390a20e35e6af12cc97960c4874ecda585cb422e132fee3f04da4f91fa41175b3b36d9bc7d7033edf1,common_voice_en_29403731.mp3,"The seat is in Hertfordshire, England.",2,0,thirties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
87435,436278,436278,436938,1160665,5bf38e641968c1becf71e5189f5744ee933be3ea155396e122752c68db2b8fcd74a1b0d4f35b523f703bafcb0ff10d0ade86621683cf6697204f08e77158f0f1,common_voice_en_25178207.mp3,Subsequent appearances of wargs in popular culture often owe much to Tolkien.,2,0,twenties,female,United States English,,en,,usa,0.467988270004379
10709,53447,53447,53561,333879,826ef3f20564019580ca74f33693e10646bd39a29ea25228d57a1b3f3706b60bf6d2a46610a0eb5dab4b46d26bb9f06381025376359d3a37828c7ae7d0f8ba74,common_voice_en_21486950.mp3,It has six different road numbers that are all sections of longer roads.,2,0,twenties,male,Canadian English,,en,,canada,0.0746899938847759
35782,177998,177998,178164,675303,c6d7188e8341684a6a559c901415673164000023989a187b3cf03acd18141c8e5cc402e81117324da8368e44a332ee738d648a426d7698d4db5b4eb5df227a81,common_voice_en_39646.mp3,"The next day, the boy met the old man at noon.",3,0,thirties,female,United States English,,en,,usa,0.467988270004379
103752,517506,517506,518166,1295142,9d57aeaf822cf699a70f18cb334c05f1080d61026ca5846e228240d759ec9883ec9247705b74116fe5ffc25b2d5437ef83b60f3dbb8b601fdd3e5e78bc651e31,common_voice_en_17292242.mp3,"Let what must be, happen.",2,0,thirties,male,United States English,,en,,usa,0.467988270004379
61694,307757,307757,308159,940311,b5e288ad7f2d9539237e645bcb23dc72b035b3b57ccb7406470a43f913261c2f633697c4299dbb05de6b8429ad41d877cedce398de0f4820fad3b25f7855e92b,common_voice_en_560299.mp3,"Given only the public key, it is very hard to compute the private one.",2,0,fourties,female,England English,,en,,uk,0.1847397710429457
92653,461820,461820,462480,1197983,fbb436f58f440edb21053addf04bd4e564e110b64ebbb0eaeb8daf2d23f3590fd36f02d629c72d59876992c62b4a266aebc1ed5c3e05df7e37439d43916d1f2b,common_voice_en_158211.mp3,That's a lot of gold.,2,0,thirties,male,England English,,en,,uk,0.1847397710429457
151780,758316,758316,758976,1659645,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,common_voice_en_21335075.mp3,"All other stereocenters in the molecules, if any, are the same in each.",4,0,fourties,male,"German English,Non native speaker",,en,,germany,0.0489600927369266
78430,391197,391197,391857,1087304,46e325bc549826f452d9237b7922e49f3fc6009e90c3b73527022ffe70031fcad33607f6bceba2bdccf6a05a9d2528fb84185debe5a338c0acbfba35785e26ee,common_voice_en_21269447.mp3,He is the older brother of former shortstop Orlando Cabrera.,2,0,twenties,female,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
47833,237970,237970,238136,806850,e3e728505e4deb82e73ce456e12ac21bfdb4c959d305b89f2369670bcc20a2befa583f2144db873788322fa43397671406bb14a410a64935b6c3af9df7b78c62,common_voice_en_19530.mp3,"whatever the thing observed, one could find a connection with his experience of the moment.",3,0,thirties,male,"Southern African (South Africa, Zimbabwe, Namibia)",,en,,"Southern African (South Africa, Zimbabwe, Namibia)",0.0097766985705184
120876,602796,602796,603456,1414370,344bf332f298134d3880f9e38710e4c7e7037157bd63a3f5334f3c0d627ff61645ffff180419eb666587109a9a7638148728a3c5765f76296fd68c957088b428,common_voice_en_22528112.mp3,Helms continued touring and recording for the next three decades.,4,0,twenties,female,"England English,New Zealand English",,en,,uk,0.1847397710429457
31361,156309,156309,156475,627898,4300342f77a43399771b515a73e7ffff3852621422e1b4e31a2ce4aaa7ec7c22e3289200b0004b493be30260da008d81c5882d3d1ab926a56d413e9a948ebf3e,common_voice_en_18483838.mp3,I hope to finish a month or two before the term starts and travel around Europe a bit.,2,0,twenties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
116483,580742,580742,581402,1387088,e2b25b63d51bc81dc2c9a756699f1535212beb8c61b684eae202243d5dbfd4efb2a7fabe022f1d7458169ad56cebd5da6c5cd935d2fd29ed9dfb192934e4f223,common_voice_en_22395876.mp3,This periodinane is especially suited to oxidize alcohols to aldehydes.,2,0,twenties,female,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
155364,776354,776354,777014,1681873,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,common_voice_en_28567495.mp3,"The title alludes to the communist slogan Workers of the world, unite!",4,0,fifties,male,"German English,Non native speaker",,en,,germany,0.0489600927369266
57414,286225,286225,286627,902378,1ff740a56f506ef07fdb5c6f712cb9c1f11e446ba3f6c0b6ccc60bb5115e1e884b464cd60224e58d00c6d5d30f87ab0a3b9b07557cbb7f0a823bbf36d9c07320,common_voice_en_24117735.mp3,"The opening title sequence was filmed at Daylesford, Victoria.",2,0,twenties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
65868,328942,328942,329344,978650,1d6e4bc98ac6b2bc78bb86c444cdc9858288a720a7ffa393ab64bdc199348356db5495e6debeec1cf87560802d9e3f4e1c1e55992516afae14c236e377f7176f,common_voice_en_23743289.mp3,In recent years the house has seen restoration which is ongoing.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
59945,299191,299191,299593,925399,2a35330ee1803f69ce5f96ea569c3fa22b1462255a7bad01b51fd1f363523237c49224a1386daa2dab43e3c0b90e97896825d925e5cb3f66debac0ca56b64d9e,common_voice_en_21138090.mp3,He has upheld his position of not charging long-term detainees for their detention.,2,0,thirties,female,United States English,,en,,usa,0.467988270004379
97193,484619,484619,485279,1237536,dc3db1a53620d85b9664bf89a66c12905ad39c9c4cd2bf52b2a9c731b0935ec25efa72329932cda761f94c235839ecdd57623571630451a40704ca86cf75b218,common_voice_en_19412021.mp3,One is aimed at larger children using electric trains and remote control.,2,0,thirties,other,England English,,en,,uk,0.1847397710429457
3881,19628,19628,19658,182448,cce6b2721acb6445641d5f56bbd026948cdec5e729a34d7b1473e98e11b405301889d2259c488a2865c2a2989f75a235bcfae42fdd771aea2631076dda8742cf,common_voice_en_31499887.mp3,Newman attended Greensboro Day School.,6,0,sixties,male,United States English,,en,,usa,0.467988270004379
49478,246282,246282,246566,823991,e7c8ecfb690d06adae4ad90fe4df78f6211048b469c3dcf26a95920113c59835addb5e09cf0c980bd7a0f6959467ae6f024e695b5e7b77c0c4cebd4237cda50a,common_voice_en_17417353.mp3,The yellow fish swam across the lake.,2,0,thirties,male,United States English,,en,,usa,0.467988270004379
147319,735617,735617,736277,1633601,b419faab633f2099c6405ff157b4d9fb5675219570f2683a4d08cbadeac4431e9d9b30dfa9b04f79aad9d8e3f75fda964809f3aa72ae9d0a4a025c59417f3dd1,common_voice_en_18510215.mp3,I should like to engage just for one whole life in that.,2,0,thirties,male,United States English,,en,,usa,0.467988270004379
22173,110779,110779,110917,514225,3d85961323943834f80ae35232ddf08351b1d73d51fb5ee03e6117f6c7bc6e53e0512760347fa21ae2005572e9b7a3226d256301a9649acbe3e163da9b03b2b8,common_voice_en_694861.mp3,But the boy was quiet.,2,0,thirties,male,United States English,,en,,usa,0.467988270004379
16337,81823,81823,81937,425219,01333eefba9424cdba54f33c3893bc59f1df688dc3a235a902a127a2bd11df2611c66c601f809b12cd486087bf2cabc8fdc4507a9ec28c4902c77b8b5bf470cc,common_voice_en_22776564.mp3,"Southern California Edison serves Rosemead, as well as much of Southern California.",2,0,twenties,male,United States English,,en,,usa,0.467988270004379
144665,722233,722233,722893,1619383,a2576ccf04ad8c0dbe2b29f3843c1ed984d8bd91480766f4bf99c933d99ae8d2b32afc34c7e185b06c2b16deae4fbabb8030906be2455973e2d85d92b0afbc6e,common_voice_en_24953234.mp3,It ran bypassing Rome to the east.,2,0,fifties,male,Canadian English,,en,,canada,0.0746899938847759
77820,388057,388057,388717,1082076,be7ec154b8f7d6491e749304a7cbd6ca80393c9088735a701c932278794eb4e8146838493e38c0d59b2c1a2adfe9c9b653b9e7dd0ab2aead9b7d6714ad27950e,common_voice_en_19809131.mp3,Hawks studied this film closely and incorporated aspects of it into his film.,2,0,thirties,male,United States English,,en,,usa,0.467988270004379
77992,388932,388932,389592,1084064,e88fda5e708df19543adb91d849b356ae432c098aec682ad1e39a02809c504fc77c4fa356395e5524cb14321e7f637e605cd32dbc7be334500c5e6d9e3d8278e,common_voice_en_29885280.mp3,The headquarters is in San Francisco.,2,0,thirties,male,England English,,en,,uk,0.1847397710429457
41707,207749,207749,207915,747715,909eb302776bcc3cf6545ec96c3eb8fa30dd081b5139f2b34a43c982e319e88ce857a0cbb0dddd58a3d9d4fdb9bbae766c47faa268c66ddc938871fd39b7b9d0,common_voice_en_27643466.mp3,A number of explanations have been advanced to explain this.,2,0,twenties,male,England English,,en,,uk,0.1847397710429457
112111,559173,559173,559833,1355686,18ae3b317f15a738e98fc195f953e7f975a9f2ec9bd739e3cdf054c7bafdded24be9b549f9fffa5cc1a9446ae31619cfbd832c74597b9e1e5bc97cef15cc5081,common_voice_en_18686596.mp3,These approaches may be combined so as to achieve really academic reviews.,2,0,fifties,female,Canadian English,,en,,canada,0.0746899938847759
25789,128507,128507,128673,561251,597ef30346801dd1abecbe6d05a6a3d04c1442da8209ebbbb6def942cd793b206bcaa0281deb75072f5bb7db701a5c541d8aca4e027faed52fc590ec463426d3,common_voice_en_98189.mp3,"My seven year resume gap is marked ""Not Drugs"".",3,0,twenties,other,United States English,,en,,usa,0.467988270004379
45013,223873,223873,224039,776920,54f2994746c8bd8d7e7119c48adfff40c835c90ae9190276938eb828d4f8de714869cf98953a70a75cec3074938697a2b91d2c38a1aa8efbec7d6c02ae7bed3d,common_voice_en_18967059.mp3,The Kranji area was previously a military camp.,2,0,twenties,male,United States English,,en,,usa,0.467988270004379
132768,662932,662932,663592,1524866,e31822077e104d2f1781db7ce098c016abca0314515a35f564b26c30e59c0d2a0206cdf020dfbfe4e7340388f898c34d51e2d625681694a797c49581af656fba,common_voice_en_27215840.mp3,"The screen behind it features sets of nine dragons, again reflecting the ""nine-five"" symbolism.",2,0,twenties,female,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
101864,507819,507819,508479,1279926,9278d9c59a1d87fa8315100f59c822e7dd7537485a51f9c4cc1d41779bd809447f40d1e83cfe650166cf37f6fab9c8f01322c5cb050c199e70e619cf8e7e3ef0,common_voice_en_21476428.mp3,Maestral is the summer breeze blowing from the inland to the sea.,2,0,thirties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,,"India and South Asia (India, Pakistan, Sri Lanka)",0.10106588739051
21698,108466,108466,108604,507637,149e348eceb25e99538cf9bbc1f5db5741f2810b669b43741d90f774855b259eb83e62566f0b87148be48071b5a67bcc8209368fb9cc2fc6aca873e87da262a2,common_voice_en_21651442.mp3,Denmark and Sweden claimed to share the Baltic between them.,2,0,twenties,male,England English,,en,,uk,0.1847397710429457
71989,358939,358939,359341,1029918,48004dbf769cbf66e61ec1974312e9d3ba55cbc4ddbd9a9f6eefb5d342db6c3aa59fed250a366abcbba205548427c047563e993176683dc50bc150b74d061b48,common_voice_en_25185666.mp3,"Conover donated his collection of specimens, mostly game birds, to the Field Museum.",2,0,twenties,male,United States English,,en,,usa,0.467988270004379
112118,559206,559206,559866,1355722,18ae3b317f15a738e98fc195f953e7f975a9f2ec9bd739e3cdf054c7bafdded24be9b549f9fffa5cc1a9446ae31619cfbd832c74597b9e1e5bc97cef15cc5081,common_voice_en_18686758.mp3,"She was born in Idaho Falls, Idaho.",2,0,fifties,female,Canadian English,,en,,canada,0.0746899938847759
84376,420842,420842,421502,1138400,dc42b0ae753f006494016675f17ca8aec739396b9d08f533bdff2cf1c9f2dac57d188431f787e3ba2d95f88e08faeb4545b290d52425f7ac7e29e8d0acda9e3d,common_voice_en_624922.mp3,Who's the ten for?,2,0,thirties,male,Scottish English,,en,,uk,0.1847397710429457
135305,675634,675634,676294,1545638,ab72e9ab22713aec03a3189202a0713e56016ea07569b3041fcd65d77c9eb3f8c692f7ccaec75c16bbc62476d528f434d829193994cf07fcde9e3b1e4a2fa93a,common_voice_en_18745398.mp3,His production company is Mooncusser Films.,2,0,sixties,male,United States English,,en,,usa,0.467988270004379
75847,378077,378077,378737,1064478,2a4e7cefdc7aca07ce33d647fb9373919fa1475025eab5e119fa2731fcbba668add7a412201dafe68f7872df6533abf7261b757500243e7ae576f07577909267,common_voice_en_32693627.mp3,Plates accompanied by descriptive letterpress.,4,0,fifties,female,Welsh English,,en,,uk,0.1847397710429457
92303,459981,459981,460641,1194415,159048f3358b0c2995f83110186bc2401d707585e7a36df675047aa9b2731726f7d9465a58ac00e6f447b2a20832445b66a8f5bb432a29b05d84564a41ba6f51,common_voice_en_21305875.mp3,The snow outside was falling faster.,2,0,sixties,male,Canadian English,,en,,canada,0.0746899938847759
76865,383367,383367,384027,1074183,c93527a999538f482302e872dd967514d7ea61d7c225e5a251397aa6fc44662368f6edb0462d0b9b20aeb8bbeda5d43d3790ef0d41d9137937f5cdb6775e2d6e,common_voice_en_25726683.mp3,Bilaspur has Kanan Pendari Zoo Park.,2,0,thirties,male,United States English,,en,,usa,0.467988270004379
141532,706426,706426,707086,1602117,7eff9a54bdb0619deffda7609d5b8565278e3328de99e63908be2a37c1ad16516240b9c92bc6b68d8130b20dc556f57005dc053f4874a49589f5971a31b97e98,common_voice_en_22790924.mp3,"He then teleports away, badly bleeding.",2,0,sixties,female,United States English,,en,,usa,0.467988270004379
124051,618700,618700,619360,1445302,f0ea206776edd98e6ab41801393839be2d3a3508647336452079b21ddc3ed6eafddd8489e7a79cf149c48136862b49b77c412f7721653750f051aa12c2858e0b,common_voice_en_21764696.mp3,"It was held in Lima, Peru and won by the Argentina national basketball team.",2,0,thirties,male,England English,,en,,uk,0.1847397710429457
113412,565380,565380,566040,1370065,54dc820077b05bf576973afed1f32e6af12c378296b118c651a9e42efdbddac8ddeb0604771e9034aea18ea46f907d253ef8ca45e6d51eb6d3e4e1c56dd4bf4b,common_voice_en_20174285.mp3,Other interests are hidden which can eventually weaken Member States' presence in some way.,3,0,twenties,female,United States English,,en,,usa,0.467988270004379
90411,451102,451102,451762,1181419,672a3259269b97062367fcafac924cb6013a30f9e34c09eff5c41b6d81f8a9b8e797beba73bbe770cb6ecdcdcc0039306ffae6e7c53294f92803666e3fa86b1b,common_voice_en_179075.mp3,And don't forget to make him wear his raincoat in London.,2,0,thirties,male,Irish English,,en,,ireland,0.021774793786728
